Dam Name,NID ID,Owner Names,Primary Owner Type,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),Congressional District,American Indian/Alaska Native/Native Hawaiian,State Regulated Dam,Federally Regulated Dam,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,Operational Status,Operational Status Date,EAP Prepared,EAP Last Revision Date,Inundation Maps Added to NID?,Website URL
,KS01285,"HOAG, CO",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",38.19086856,-94.97331317,Kansas,Linn,FARLINVILLE,9,"Kansas, Congressional District 02",,Yes,No,35,30,35,35,25-50 feet,335,14355,,Undetermined,,61,61,50,,,530,,55,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01757,POCHON,Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",39.832178,-101.246118,Kansas,Rawlins,ATWOOD,11,"Kansas, Congressional District 01",,Yes,No,23,21,23,23,Less than 25 feet,458,6278,1937,1930-1939,,151,151,89,13.36,3.65,,None,138,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Josephine,ME00345,"McCain Foods USA, Inc.",Private,,No,Hydroelectric,46.67027778,-67.90111111,Maine,Aroostook,Easton,,"Maine, Congressional District 02",,Yes,No,31,26,31,31,25-50 feet,3100,,1967,1960-1969,1998,2800,2800,1300,220,5.6,,,0,,9/24/2024,5/11/2022,6,High,Unsatisfactory,5/11/2022,,,Yes,2/22/2024,No,https://damsafety.org/maine
Browns Mill,ME00156,KEI (USA) Power Management Inc.,Private,,No,Hydroelectric,45.183577,-69.21912,Maine,Piscataquis,,,"Maine, Congressional District 02",,Yes,No,24,22,24,24,Less than 25 feet,265,,1856,Before 1900,1974,78,78,60,4,352,,,12,,4/2/2021,,12,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/maine
Wilson Stream,ME00604,KEI (USA) Power Management Inc.,Private,,No,Hydroelectric,45.452075,-69.532694,Maine,Piscataquis,,,"Maine, Congressional District 02",,Yes,No,36,30,36,36,25-50 feet,150,,1920,1920-1929,,20070,20070,15053,7,0,,,,,4/2/2021,10/21/2019,12,Low,Poor,10/21/2019,,,Not Required,,No,https://damsafety.org/maine
Easton Intake,ME00477,"McCain Foods USA, Inc.",Private,,No,Hydroelectric,46.662841,-67.897494,Maine,Aroostook,,,"Maine, Congressional District 02",,Yes,No,8,8,8,8,Less than 25 feet,40,,1961,1960-1969,,65,65,32,4,0,,,6,,4/2/2021,11/14/2001,12,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/maine
Signal Mountain Cement Dam,TN06508,Buzzi Unicem Usa,Private,,No,Water Supply,35.097778,-85.347778,Tennessee,Hamilton,,0,"Tennessee, Congressional District 03",,No,No,,11,17,17,Less than 25 feet,160,,1977,1970-1979,,62,62,25,5.7,0.53,0,Uncontrolled,0,None,10/24/2024,7/18/2023,3,Low,Satisfactory,7/18/2023,,,Not Required,,No,https://damsafety.org/tennessee
Estes Lake,ME00183,KEI (USA) Power Management Inc.,Private,,No,Hydroelectric,43.42242,-70.664997,Maine,York,,,"Maine, Congressional District 01",,Yes,No,45,38,45,45,25-50 feet,705,,1910,1910-1919,,5800,5800,5350,473,99,,,300,,6/17/2024,11/9/2023,6,High,Fair,11/9/2023,,,Yes,5/10/2023,No,https://damsafety.org/maine
Old Falls,ME00182,KEI (USA) Power Management Inc.,Private,,No,Hydroelectric,43.4175,-70.63583333,Maine,York,,,"Maine, Congressional District 01",,Yes,No,36,31,36,36,25-50 feet,263,,1890,Before 1900,1990,590,590,525,85,100,,,200,,9/24/2024,11/9/2023,6,Significant,Poor,11/9/2023,,,Yes,5/10/2023,No,https://damsafety.org/maine
Wilson Pond,ME00164,KEI (USA) Power Management Inc.,Private,,No,Hydroelectric,45.457069,-69.530143,Maine,Piscataquis,,,"Maine, Congressional District 02",,Yes,No,12,10,12,12,Less than 25 feet,175,,1907,1900-1909,,12544,12544,9408,2320,50,,,,,10/6/2023,10/21/2019,6,Significant,Poor,10/21/2019,,,Yes,5/10/2023,No,https://damsafety.org/maine
South Berwick,ME00062,KEI (USA) Power Management Inc.,Private,,No,Hydroelectric,43.21846,-70.810772,Maine,York,,,"Maine, Congressional District 01",,Yes,No,38,30,38,38,25-50 feet,500,,1923,1920-1929,,960,960,900,37,86,,,194,,4/2/2021,12/16/2005,12,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/maine
Pennessewassee Stream,ME00748,KEI (USA) Power Management Inc.,Private,,No,Hydroelectric,44.20611111,-70.53166667,Maine,Oxford,,,"Maine, Congressional District 02",,Yes,No,19,10,19,19,Less than 25 feet,35,,1935,1930-1939,1990,5688,5688,5200,6,24,,,,,4/2/2021,10/18/2017,12,Low,Satisfactory,,,,Not Required,,No,https://damsafety.org/maine
Lower Twin Lake,SC00231,Fort Jackson,Federal,DoD Usa,No,Recreation,33.99297796,-80.90859697,South Carolina,Richland,Columbia,1,"South Carolina, Congressional District 02",,No,Yes,18,18,21,21,Less than 25 feet,530,4044,1940,1940-1949,,650,650,250,25,3.95,1500,Uncontrolled,77,Other Controlled1,8/23/2023,3/24/2021,4,High,Not Rated,3/2/2021,,,Yes,3/1/2008,No,https://www.army.mil/
Mccain Foods Covered Anaerobic Lagoon,WA00774,McCain Foods USA,Private,,No,Other,46.83876279,-119.1869829,Washington,Adams,,0,"Washington, Congressional District 04",,Yes,No,,31,30,31,25-50 feet,1740,,2021,Since 2000,,109.8,109.8,95.3,,0,0,,,,5/16/2024,4/8/2024,5,High,Satisfactory,4/8/2024,,,Yes,9/1/2021,No,https://damsafety.org/washington
Ralph Edwards Freshwater Pond,TX07435,MURPHY EXPLORATION & PRODUCTION COMPANY-USA,Private,,No,,28.477917,-98.632689,Texas,McMullen,,,"Texas, Congressional District 28",,No,No,18,0,18,18,Less than 25 feet,1890,53860,,Undetermined,,75,75,22,5,0,,None,,None1,9/10/2024,,,Low,Not Rated,7/22/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Alder Lake,WI01047,DOD USA (DEPT OF DEFENSE),Federal,,,Recreation,44.08698,-90.65884,Wisconsin,Monroe,CAMP MCCOY,6,"Wisconsin, Congressional District 03",,No,No,13,7,13,13,Less than 25 feet,500,,1930,1930-1939,1970O,75,75,20,15,19,1040,Controlled,,,9/16/2022,,10,Low,Not Rated,,,,No,,No,https://damsafety.org/wisconsin
Kone Dam,TX07440,MURPHY EXPLORATION & PRODUCTION COMPANY-USA,Private,,No,,28.416425,-99.569047,Texas,Dimmit,COTULLA,20,"Texas, Congressional District 23",,No,No,10,10,10,10,Less than 25 feet,1970,52265,,Undetermined,,54.27,54.27,34.6,2.49,,,None,,None1,9/10/2024,,,Low,Not Rated,10/1/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Leatherwood Dam,TX07495,MURPHY EXPLORATION & PRODUCTION COMPANY-USA,Private,,No,,32.613454,-102.110628,Texas,Dawson,,,"Texas, Congressional District 19",,No,No,10,10,20,20,Less than 25 feet,2680,,,Undetermined,,157,157,141,10,10,,None,,None1,9/10/2024,,,Significant,Not Rated,8/7/2017,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Panola Lake Dam,TX00331,OXY USA INC,Private,NO DATA FOR ORIGINAL DESIGNER,No,Other,32.082181,-94.388883,Texas,Panola,,,"Texas, Congressional District 01",,No,No,25,25,25,25,25-50 feet,750,0,1948,1940-1949,,250,250,144,0,0,,None,,None1,9/10/2024,,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Alligator Lake ,LA00170,Fort Johnson,Federal,DoD Usa,No,Recreation,31.144632,-93.15328882,Louisiana,Vernon,Leesville Louisiana,9,"Louisiana, Congressional District 04",,No,Yes,34,29,32,34,25-50 feet,1000,,1955,1950-1959,1991,140,140,80,14,1,270,Uncontrolled,90,Valve,5/30/2024,4/28/2019,4,Low,Poor,4/28/2019,,,Yes,2/1/2008,No,https://www.army.mil/
Lonesome Gulch Dam,VA033002,"DOD USA, Ft. A.P. Hill",Federal,,,Other,38.1017,-77.3478,Virginia,Caroline,,0,"Virginia, Congressional District 07",,No,No,12,,,12,Less than 25 feet,,,,Undetermined,,72,72,26,10,1.25,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,3/8/2021,Not Required,,No,https://damsafety.org/virginia
Semmes Lake,SC00225,Fort Jackson,Federal,DoD Usa,No,Recreation,34.00500004,-80.94167003,South Carolina,Richland,Columbia SC,1,"South Carolina, Congressional District 02",,No,Yes,22,22,27,27,25-50 feet,970,,1940,1940-1949,,641,641,329,29,1.48,800,Uncontrolled,16,Other Controlled1,8/23/2023,3/24/2021,4,Significant,Not Rated,3/2/2021,,,Yes,6/1/2010,No,https://www.army.mil/
Messers Pond,SC00232,Fort Jackson,Federal,DoD Usa,No,Recreation,34.07078155,-80.78584542,South Carolina,Richland,Columbia SC,4,"South Carolina, Congressional District 02",,No,Yes,13,13,15,15,Less than 25 feet,442,,1940,1940-1949,,341,341,152,47,11.7,,Controlled,8,Slide (sluice gate)1,8/23/2023,3/24/2021,4,Low,Poor,3/2/2021,,,Yes,8/1/2006,No,https://www.army.mil/
Camp Kirkwood Lake Dam,NC01432,Wilmington Presbytery Church USA,Private,,,Recreation,34.6417,-77.9275,North Carolina,Pender,Murray Town,3.2,"North Carolina, Congressional District 07",,No,No,,,15,15,Less than 25 feet,,,,Undetermined,,76,76,,,,,,,,1/27/2025,2/5/1991,,Low,,2/5/1991,,,No,,No,https://damsafety.org/north-carolina
Upper Davis Pond,SC00227,Fort Jackson,Federal,DoD Usa,No,Recreation,34.03634794,-80.75248092,South Carolina,Richland,Columbia SC,4,"South Carolina, Congressional District 02",,No,Yes,11,11,15,15,Less than 25 feet,1135,,1978,1970-1979,,117,117,95,22,3.5,,Uncontrolled,35,Other Controlled1,8/23/2023,3/24/2021,4,Low,Unsatisfactory,3/2/2021,,,Yes,8/1/2006,No,https://www.army.mil/
Dam 29,TX07242,Fort Cavazos,Federal,DOD USA;USDA NRCS,No,Debris Control,31.18197748,-97.84951863,Texas,Coryell,Copperas Cove,4,"Texas, Congressional District 31",,No,Yes,26,,,26,25-50 feet,525,10111,1995,1990-1999,,53,53,,2.71,,732,Uncontrolled,30,,5/30/2024,9/14/2020,4,Low,Fair,9/14/2020,,,Not Required,,No,https://www.army.mil/
Upper Legion Lake,SC00229,Fort Jackson,Federal,DoD Usa,No,Recreation,33.99925802,-80.9307138,South Carolina,Richland,Columbia SC,2,"South Carolina, Congressional District 02",,No,Yes,12,12,15,15,Less than 25 feet,730,6519,1940,1940-1949,,187,187,88,14,,,Uncontrolled,12,Other Controlled1,8/23/2023,3/24/2021,4,Low,Fair,3/2/2021,,,Yes,8/1/2006,No,https://www.army.mil/
Dupre Pond,SC00228,Fort Jackson,Federal,DoD Usa,No,Recreation,34.09149441,-80.81068461,South Carolina,Richland,Columbia SC,4,"South Carolina, Congressional District 02",,No,Yes,13,13,14,14,Less than 25 feet,829,,1940,1940-1949,,207,207,103,34,3.1,,Uncontrolled,4,Other Controlled1,8/23/2023,3/24/2021,4,Low,Unsatisfactory,3/2/2021,,,Yes,8/1/2006,No,https://www.army.mil/
Boyne River                                                      ,MI00515,Boyne USA Inc,Private,CONSUMERS POWER COMPANY / HOLLAND ACKERMAN,No,Hydroelectric,45.1958,-84.952,Michigan,Charlevoix,Boyne City                                        ,3,"Michigan, Congressional District 01",,No,Yes,37,34,37,37,25-50 feet,865,14266,1904,1900-1909,,1390,1390,1000,80,58,2346,Uncontrolled,20,Slide (sluice gate)1,4/12/2023,9/9/2022,3,Low,Poor,4/11/2023,Under Remediation,4/11/2023,Yes,1/3/2022,No,https://www.ferc.gov/dam-safety-and-inspections
Engineer Lake ,LA00171,,Federal,DoD Usa,No,Flood Risk Reduction,31.12019322,-93.07711828,Louisiana,Vernon,Mittie Louisiana,25,"Louisiana, Congressional District 04",,No,Yes,23,25,23,25,25-50 feet,700,,1964,1960-1969,,360,360,120,22,1,510,Uncontrolled,85,None,5/30/2024,4/29/2019,4,Low,Unsatisfactory,4/29/2019,,,Yes,2/1/2008,No,https://www.army.mil/
,KS01435,"MOYER, VIRGIL",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",37.156552,-95.715197,Kansas,Montgomery,COFFEYVILLE,14,"Kansas, Congressional District 02",,No,No,26,25,26,26,25-50 feet,310,6610,,Undetermined,,27,27,20,,,,,18,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01843,"HEARD, JOHN",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",39.005391,-98.858701,Kansas,Russell,,,"Kansas, Congressional District 01",,No,No,27,19,27,27,25-50 feet,444,8610,,Undetermined,,82,82,60,,,1075,,64,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01327,"PRICE, T J",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",38.59738,-95.963648,Kansas,Lyon,,,"Kansas, Congressional District 02",,No,No,22,18,22,22,Less than 25 feet,230,6000,,Undetermined,,59,59,36,,,860,,51,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01553,BISHOP,Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",39.860425,-100.09065,Kansas,Norton,ORONOQUE,5,"Kansas, Congressional District 01",,No,No,18,13,18,18,Less than 25 feet,480,5860,1938,1930-1939,,86,86,42,,,1550,,60,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS00312,"MCNEE, QUEEN C",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",38.249587,-96.64453,Kansas,Chase,EMPORIA,32,"Kansas, Congressional District 02",,No,No,25,24,25,25,25-50 feet,420,8000,,Undetermined,,53,53,39,,,610,,40,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01713,"CRIDER, WE",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",39.8046,-99.295673,Kansas,Phillips,KIRWIN,15,"Kansas, Congressional District 01",,No,No,26,18,26,26,25-50 feet,373,4800,,Undetermined,,90,90,71,,,1100,,73,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01784,"STAFFORD, WP",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",39.947369,-97.73047,Kansas,Republic,SCANDIA,11,"Kansas, Congressional District 01",,No,No,17,16,17,17,Less than 25 feet,555,5200,,Undetermined,,64,64,46,,,,,15,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS00499,TIMM,Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",38.794384,-96.978121,Kansas,Dickinson,LYONA,8,"Kansas, Congressional District 01",,No,No,16,15,16,16,Less than 25 feet,550,7550,1937,1930-1939,,81,81,55,,,,,65,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01517,"VOLMER, EA",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",37.387778,-95.224551,Kansas,Neosho,PARSONS,3,"Kansas, Congressional District 02",,No,No,21,20,21,21,Less than 25 feet,1030,5360,,Undetermined,,56,56,29,,,,,34,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01555,"BROWN, MAE",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",39.932798,-99.697101,Kansas,Norton,LONG ISLAND,10,"Kansas, Congressional District 01",,No,No,19,14,19,19,Less than 25 feet,420,5596,,Undetermined,,82,82,59,9.95,1.16,1310,None,88,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS02637,"NEIL, BARBERA & STEVE",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",37.4319936,-95.79313622,Kansas,Wilson,NEODESHA,8,"Kansas, Congressional District 02",,No,No,15,12,15,15,Less than 25 feet,770,5993,,Undetermined,,81,81,,,1.06,,None,80,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01557,"RUNDELL, DJ",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",39.882217,-99.762554,Kansas,Norton,ALMENA,2,"Kansas, Congressional District 01",,No,No,23,18,23,23,Less than 25 feet,450,8000,,Undetermined,,105,105,78,12,0.78,986,None,65,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Camp Robinson Lake Dam No 2,AR00086,DOD USA,Federal,,No,Recreation,34.83,-92.27916667,Arkansas,Pulaski,NORTH LITTLE ROCK,1,"Arkansas, Congressional District 02",,No,No,,14,18,18,Less than 25 feet,810,,1936,1930-1939,,288,288,207,,,741,,,,1/29/2025,,,Significant,Not Rated,,,,Not Required,,No,https://damsafety.org/arkansas
,KS01982,BURNES,Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",39.774352,-98.921668,Kansas,Smith,ATHOL,1,"Kansas, Congressional District 01",,No,No,19,17,19,19,Less than 25 feet,457,6600,1936,1930-1939,,96,96,65,,,1450,,97,None,5/2/2024,9/19/1979,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01890,"KOSTER, KARL",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",37.652464,-97.657107,Kansas,Sedgwick,OXFORD,42,"Kansas, Congressional District 04",,No,No,16,10,16,16,Less than 25 feet,550,4949,,Undetermined,,83,83,30,,,5840,,170,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01972,"YORK, EARL",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",39.223881,-101.917265,Kansas,Sherman,RUSSELL SPRINGS,49,"Kansas, Congressional District 01",,No,No,26,20,26,26,25-50 feet,680,15300,,Undetermined,,310,310,108,25,87,,Uncontrolled,200,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Nyman Lake,KS00182,"NYMAN, EUNICE",Private,USA WPA,No,Flood Risk Reduction,37.73919348,-95.25815249,Kansas,Allen,SHAW,12,"Kansas, Congressional District 02",,No,No,16,15,21,21,Less than 25 feet,550,5740,,Undetermined,,106,106,65,5.74,1.75,,Uncontrolled,78,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01804,"KENYON, MATT",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",38.504009,-97.966058,Kansas,Rice,MARQUETTE,9,"Kansas, Congressional District 01",,No,No,24,23,24,24,Less than 25 feet,510,11800,,Undetermined,,77,77,61,,,1477,,100,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS00212,"WINTER, MR",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",37.351652,-98.654595,Kansas,Barber,MEDICINE LODGE,8,"Kansas, Congressional District 04",,No,No,24,23,24,24,Less than 25 feet,350,4580,,Undetermined,,68,68,49,,,1130,,50,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Willies Lake Dam,AR00932,DOD USA,Federal,,No,Recreation,35.30333333,-94.335,Arkansas,Sebastian,FT CHAFFEE,,"Arkansas, Congressional District 03",,No,No,,14,17,17,Less than 25 feet,100,,1942,1940-1949,,119,119,70,,,187,,,,1/29/2025,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/arkansas
,KS01977,RICE,Private,USA WPA,No,,39.876042,-98.99659,Kansas,Smith,GAYLORD,20,"Kansas, Congressional District 01",,No,No,19,14,19,19,Less than 25 feet,432,5445,1936,1930-1939,,74,74,51,,,1362,,92,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS00419,"KING & BELL, E J & U P",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",38.196032,-95.838996,Kansas,Coffey,,,"Kansas, Congressional District 02",,No,No,19,18,19,19,Less than 25 feet,750,7910,,Undetermined,,50,50,34,,,,,35,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS00046,"ALLEN, RALPH",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",37.181444,-97.325122,Kansas,Sumner,ARKANSAS CITY,24,"Kansas, Congressional District 04",,No,No,23,21,23,23,Less than 25 feet,325,13150,,Undetermined,,75,75,49,,,539,,35,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01436,KANSAS DEPT OF WILDLIFE PARKS & TOURISM,Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",37.186874,-95.950553,Kansas,Montgomery,HAVANA,7,"Kansas, Congressional District 02",,No,No,17,16,21,21,Less than 25 feet,581,11600,,Undetermined,,64,64,45,8.3,,770,,51,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01382,"KOELSCH, ERNEST",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",38.545184,-94.792798,Kansas,Miami,BLOCK,2,"Kansas, Congressional District 03",,No,No,27,24,27,27,25-50 feet,510,12240,,Undetermined,,50,50,34,,,440,,30,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS02654,"GREENE, ANGELA",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",37.984511,-95.706823,Kansas,Woodson,PETROLIA,20,"Kansas, Congressional District 02",,No,No,25,18,25,25,25-50 feet,765,14600,,Undetermined,,119,119,67,,,1720,,75,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS02636,"THOMPSON, M C",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",37.628765,-95.846521,Kansas,Wilson,ALTOONA,13,"Kansas, Congressional District 02",,No,No,24,20,24,24,Less than 25 feet,530,11000,,Undetermined,,85,85,60,,,229,,30,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
U S A,SD00441,DEPARTMENT OF INTERIOR USA,Federal,,No,Water Supply,44.69666,-99.81499,South Dakota,Sully,NONE,0,"South Dakota, Congressional District 00",,No,No,26,26,26,26,25-50 feet,690,,1938,1930-1939,,624,624,272,,,3570,,,,2/25/2025,,0,Low,,,,,Not Required,,No,https://damsafety.org/south-dakota
,KS01444,"YOUNG, W L",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",38.779295,-96.566282,Kansas,Morris,,,"Kansas, Congressional District 02",,No,No,22,19,22,22,Less than 25 feet,600,12300,,Undetermined,,87,87,64,,,,,48,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS02568,"JOHNSTON, MORTON",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",39.46457,-101.362471,Kansas,Thomas,OBERLIN,47,"Kansas, Congressional District 01",,No,No,17,16,17,17,Less than 25 feet,590,5150,,Undetermined,,293,293,115,30.9,78,,None,80,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01329,"REDEKER, WM",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",38.314157,-96.111452,Kansas,Lyon,,,"Kansas, Congressional District 02",,No,No,20,15,20,20,Less than 25 feet,550,6750,,Undetermined,,55,55,39,,,292,,18,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01562,HICKERT,Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",39.592194,-100.082628,Kansas,Norton,LENORA,4,"Kansas, Congressional District 01",,No,No,26,18,26,26,25-50 feet,440,9754,1938,1930-1939,,72,72,54,,,,,50,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Hilland Dam,SD01792,USA DOI,Federal,,No,"Fire Protection, Stock, Or Small Fish Pond",44.277258,-101.842133,South Dakota,Haakon,NONE,0,"South Dakota, Congressional District 00",,No,No,20,20,20,20,Less than 25 feet,350,13000,1938,1930-1939,,136,136,90,,,1000,Uncontrolled,32,,2/25/2025,,0,Low,,,,,Not Required,,No,https://damsafety.org/south-dakota
,KS01380,"SMITH, PERRY",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",38.465716,-94.746876,Kansas,Miami,BOICOURT,13,"Kansas, Congressional District 03",,No,No,26,23,26,26,25-50 feet,350,9600,,Undetermined,,63,63,43,,,820,,33,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01714,"SKINNER, SE",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",39.818081,-99.090124,Kansas,Phillips,KENSINGTON,4,"Kansas, Congressional District 01",,No,No,17,12,17,17,Less than 25 feet,470,2500,,Undetermined,,80,80,52,,,,,150,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01786,"LOOFBOURROW, CHESTER",Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",39.729465,-97.68436,Kansas,Republic,HOLLIS,11,"Kansas, Congressional District 01",,No,No,13,12,13,13,Less than 25 feet,450,5250,,Undetermined,,73,73,49,,,,,60,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
,KS01619,MATSON,Private,USA WPA,No,"Fire Protection, Stock, Or Small Fish Pond",39.237406,-97.468586,Kansas,Ottawa,INDUSTRY,18,"Kansas, Congressional District 01",,No,No,22,21,22,22,Less than 25 feet,680,,1935,1930-1939,,61,61,41,,,1360,,200,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
